,MAE,MSE,RMSE,R2
CatBoost,1.4560487563247793,2.974496097030214,1.7246727507066997,0.7094027453148628
Decision Tree,1.9666666666666666,6.912222222222222,2.6291105382281326,0.32470148353636485
ElasticNet,3.1885858060443493,12.620883743797208,3.552588316115056,-0.2330136090309658
Gradient Boosting,1.2932578198794866,3.120317054514163,1.7664419193718663,0.6951565777160208
Huber,1.6403003037078039,4.910485265811587,2.2159614766081983,0.5202637721255114
KNN,3.222222222222223,12.399288888888892,3.521262399891393,-0.21136461223012915
Lasso Regression,3.2309080843710434,12.933151038387829,3.5962690442162177,-0.263520967445922
Linear Regression,1.8789645819599974,5.605133122523437,2.3675162349017667,0.45239924867398584
M-estimators,3.049258160737299,12.10049793520739,3.4785769986026454,-0.18217384242166013
Passive Aggressive,3.614573371654453,16.376772239979545,4.046822486838229,-0.59995000776546
Random Forest,1.5088888888888905,3.925074444444448,1.9811800636096781,0.6165347605837652
Ridge Regression,2.0986210483358603,6.225842421355222,2.4951638065175645,0.3917582485468907
SVR,3.2061731852540305,12.45893007259641,3.5297209624269748,-0.21719133503836585
XGBoost,1.0005994213951959,1.5815579296633864,1.257600067455225,0.8454876464808415
