,MAE,MSE,RMSE,R2
CatBoost,1.994579552343706,5.414255957470962,2.326855379577975,0.47104724091768435
Decision Tree,2.522222222222222,8.13,2.8513154858766505,0.2057291038475456
ElasticNet,2.8755579389936576,10.214981139895825,3.1960884124028586,0.0020341667693141163
Gradient Boosting,1.4238338706877718,2.557580859206887,1.59924383982146,0.7501338202921748
Huber,1.927770164705719,6.179105718186078,2.4857807059726884,0.39632425138937133
KNN,3.222222222222223,12.399288888888892,3.521262399891393,-0.21136461223012915
Lasso Regression,2.842095459405301,10.021338332334533,3.165649748840597,0.02095235204547441
Linear Regression,1.8923911903271413,5.971647205529158,2.4436953994983006,0.4165921798964398
M-estimators,2.8548438044960327,12.233460958962699,3.497636481820645,-0.195163837505703
Passive Aggressive,3.5627781940655106,16.02096431189938,4.002619681146259,-0.5651888906812805
Random Forest,1.7300000000000015,3.7461993333333377,1.9355100964173082,0.6340101965987212
Ridge Regression,1.8330583139530876,5.64525651098134,2.3759748548714357,0.4484793421909439
SVR,3.2060399271917532,12.429303872446956,3.5255217872602853,-0.21429696498396256
XGBoost,1.4129915714263914,2.5777682154670325,1.6055429659361447,0.7481615903355089
