,MAE,MSE,RMSE,R2
CatBoost,1.5602252630542945,3.5680520391432617,1.8889288073252686,0.6514145275954599
Decision Tree,2.2555555555555555,8.494444444444444,2.9145230217729354,0.17012423109395758
ElasticNet,2.5261061942884044,8.207153597712972,2.864813012696112,0.19819148303612266
Gradient Boosting,1.6487349861629776,4.607272222724311,2.146455735095488,0.5498865636947664
Huber,1.69498871883127,5.141130900795357,2.2674062055122275,0.49773054762462443
KNN,3.1600000000000006,11.966222222222223,3.459222777188862,-0.16905560246049922
Lasso Regression,2.614985715818828,8.700917636251233,2.9497317905618528,0.14995256478549046
Linear Regression,1.904738570140292,5.8045159896505965,2.409256314643711,0.4329202808325917
M-estimators,3.365164294480413,14.60790250098361,3.8220285845325135,-0.4271379840546041
Passive Aggressive,3.3009954710977385,12.889526034728016,3.5901986065854374,-0.2592589661234703
Random Forest,1.549444444444446,4.197551000000003,2.048792571247759,0.5899148100349774
Ridge Regression,1.871847616996551,5.567226466293478,2.3594970791025527,0.45610258862649655
SVR,3.1990867350758228,12.3627818442846,3.5160747779711112,-0.2077980091509497
XGBoost,1.4624074935913085,2.8566259809241235,1.6901556084941183,0.7209182192077506
