,MAE,MSE,RMSE,R2
CatBoost,2.079389314240081,6.610745973117191,2.571137097300957,0.35415459676457317
Decision Tree,2.4777777777777774,9.247777777777777,3.0410159121217664,0.09652635387769892
ElasticNet,3.0826860941946825,11.845378749587772,3.441711601745238,-0.15724964264456553
Gradient Boosting,1.8756459697194383,6.426631094564617,2.535080096281894,0.3721419386566953
Huber,4.3845500893575045,22.15108193545151,4.706493592415856,-1.1640786838397927
KNN,3.0999999999999996,11.194533333333332,3.3458232669005894,-0.09366445543360258
Lasso Regression,3.1735843577084384,12.42216696614647,3.5245094646129793,-0.2135997156650149
Linear Regression,3.8318944501345333,19.910277369812054,4.462093384254979,-0.9451603750509905
M-estimators,5.542537528570023,53.46077246099479,7.311687388079087,-4.222919514341548
Passive Aggressive,2.8117638648263434,10.027751869459312,3.1666625758768983,0.02032577321649487
Random Forest,1.892111111111113,5.71100233333334,2.389770351588901,0.44205621879146006
Ridge Regression,3.5477616766204862,15.152601777590897,3.892634297951825,-0.48035308646105723
SVR,3.0709471243274047,11.854234291012194,3.4429978639279164,-0.15811479625134184
XGBoost,1.9930762026045055,4.796881234920624,2.1901783568743034,0.5313624652893855
