,MAE,MSE,RMSE,R2
CatBoost,1.6723852189348072,4.457510119214006,2.1112816295354833,0.5645177666670673
Decision Tree,1.4777777777777776,3.2011111111111106,1.7891649200426187,0.687263297551562
ElasticNet,3.0826860941946825,11.845378749587772,3.441711601745238,-0.15724964264456553
Gradient Boosting,1.4815180194910418,3.620783252299722,1.9028355820458376,0.6462628833237517
Huber,5.247321908052527,31.49504946622486,5.612045034229934,-2.0769497126573553
KNN,3.0999999999999996,11.194533333333332,3.3458232669005894,-0.09366445543360258
Lasso Regression,3.1735843577084384,12.42216696614647,3.5245094646129793,-0.2135997156650149
Linear Regression,2.8172212775088408,10.925105661407683,3.305314759808464,-0.06734236952601891
M-estimators,3.1307520550699355,14.183225804410704,3.7660623739405463,-0.38564864329666726
Passive Aggressive,2.8140731703920654,10.048983896037548,3.170013232785874,0.018251482837967292
Random Forest,1.7844444444444454,4.796845333333335,2.1901701608170394,0.5313659727415267
Ridge Regression,3.6049089947357027,14.463182533463819,3.803049110051541,-0.41299937909850337
SVR,3.0713100234287216,11.85661368279888,3.4433433872907417,-0.15834725401846472
XGBoost,1.515077273050944,3.145600067216498,1.7735839611409712,0.6926865209932018
