,MAE,MSE,RMSE,R2
CatBoost,1.9068974861928016,5.255329350781009,2.2924505121770915,0.48657378191622036
Decision Tree,1.6666666666666665,4.54,2.130727575266252,0.556458810758654
ElasticNet,3.0826860941946825,11.845378749587772,3.441711601745238,-0.15724964264456553
Gradient Boosting,1.4612759151187784,2.7590941577585664,1.6610521237331977,0.7304467171891884
Huber,4.427211138745744,25.140854791864587,5.014065694809411,-1.4561684213496942
KNN,3.0999999999999996,11.194533333333332,3.3458232669005894,-0.09366445543360258
Lasso Regression,3.1735843577084384,12.42216696614647,3.5245094646129793,-0.2135997156650149
Linear Regression,2.798957182852929,10.53275786098475,3.245421060661428,-0.029011442214165406
M-estimators,4.013688041971327,24.31971798336912,4.931502609080636,-1.3759463956734996
Passive Aggressive,2.8131257127198146,10.043255706299925,3.1691096078078345,0.018811105764933167
Random Forest,1.8800000000000001,4.696022222222223,2.1670307386426764,0.5412160173682306
Ridge Regression,2.869584392480486,11.50847183029734,3.3924138648309614,-0.12433508413229344
SVR,3.070943035265882,11.854377050720519,3.4430185957558406,-0.15812874334623306
XGBoost,1.4658920605977377,2.7675322737386536,1.6635901760165133,0.7296223445026765
