,MAE,MSE,RMSE,R2
CatBoost,1.8758362683963448,4.8904670399947365,2.211440037621354,0.5222194786641254
Decision Tree,2.0555555555555554,5.934444444444444,2.436071518745795,0.4202267518996503
ElasticNet,2.956885166750217,10.916889697910978,3.304071684741567,-0.0665397003145447
Gradient Boosting,1.494341875173446,3.0352989795604435,1.7422109457698982,0.7034625288331975
Huber,2.2214736768202425,9.371151623787226,3.0612336767694206,0.08447318595252062
KNN,2.322222222222222,7.237555555555556,2.690270535755755,0.29291762151730794
Lasso Regression,3.0438548326902986,11.540200043068394,3.3970869937445514,-0.12743481303647308
Linear Regression,1.840517512221241,7.2360231728201905,2.68998571981715,0.2930673296364307
M-estimators,4.000697264264787,26.302914467668977,5.128636706539953,-1.5696973487892736
Passive Aggressive,2.8236812525923565,9.82179382993167,3.133974127195639,0.040447111054800255
Random Forest,1.8184444444444452,4.954904444444447,2.225961465175093,0.5159241828488721
Ridge Regression,2.1092379727089545,7.029095874768515,2.651244212585577,0.31328336044355365
SVR,3.0203708107814418,11.411321444739833,3.3780647484528523,-0.11484385119277096
XGBoost,1.2020795292324489,2.1524019885461314,1.467106672517759,0.7897182956552447
