,MAE,MSE,RMSE,R2
Linear Regression,3.373254001561959,18.006358837721123,4.243390017158584,-0.759154584314812
Ridge Regression,3.822261484242023,18.080279939584898,4.2520912430926145,-0.7663764022510873
Lasso Regression,3.1735843577084384,12.42216696614647,3.5245094646129793,-0.2135997156650149
ElasticNet,3.0826860941946825,11.845378749587772,3.441711601745238,-0.15724964264456553
SVR,3.0709798423999524,11.854628074354228,3.4430550495677856,-0.15815326742575353
Random Forest,1.896222222222224,5.537765111111116,2.3532456546461775,0.4589808539380047
Gradient Boosting,1.7038013921394548,4.309071291821158,2.0758302656578542,0.5790196904625332
XGBoost,1.8038887182871501,4.531080159918158,2.128633401954916,0.5573302461061744
KNN,3.0999999999999996,11.194533333333332,3.3458232669005894,-0.09366445543360258
Decision Tree,1.8888888888888888,4.699999999999999,2.16794833886788,0.5408274032082983
Huber,5.911872258181377,41.129707749429215,6.413244713047305,-3.018220151614722
Passive Aggressive,2.813905033532056,10.04804445221429,3.1698650526819416,0.01834326302091749
M-estimators,3.436114702790583,19.52532996689349,4.4187475563663385,-0.9075524391730461
