Cire_CD,NDRE_CD,Seed,Seed_Method 1,Seed_Method 2,Seed_Method 3,Seed_Method 4
0.458969275,0.185192467,,8.073937710196988,8.084353567834297,8.068867761547695,8.062388592065062
0.576811759,0.220780522,,9.836015904704011,9.844401040155024,9.832896391276474,9.829211499500815
0.529403262,0.204466226,,9.02763917588737,9.033821208192842,9.026303937209951,9.017865742408425
0.418523693,0.166932585,,7.168004696810497,7.16997535405383,7.170041875951408,7.151617701410859
0.2734882,0.115762628,,4.632188408903559,4.625513618200932,4.641305080326732,4.606049392776258
0.352600319,0.147239599,,6.193007313506396,6.196440131059506,6.193675963373185,6.1740805248995105
0.370438907,0.152839265,,6.470328895144743,6.473775613988629,6.471019485633803,6.452233140573779
0.349201996,0.145674507,,6.11535169225705,6.118028261124169,6.116657192444117,6.096002032964485
0.364989147,0.152301411,,6.44403304171086,6.449249172129394,6.443208214005399,6.426306054941176
0.28597336,0.121649395,,4.924300938932614,4.920611339044992,4.930901969720957,4.89978811154103
0.421010212,0.168391942,,7.240476331135976,7.243475466770992,7.241643369134211,7.224565545931793
0.648094881,0.240994312,,10.836468005557936,10.841638444322005,10.836217914785399,10.83183638118398
0.555403265,0.215473106,,9.573578908837572,9.584083963462474,9.56861562013702,9.56652722622659
0.378823145,0.15662447,,6.6581254065066435,6.663322773899807,6.6573427244509515,6.641032523253305
0.362742618,0.151011258,,6.379968485265104,6.384298277536102,6.379893345156886,6.361826301966117
0.339922597,0.142585038,,5.96229540392599,5.964697685000355,5.96381665539479,5.942419700070928
0.285770784,0.122719442,,4.977624431806708,4.9756490083931375,4.982766960683154,4.953703993123751
0.361342901,0.15060818,,6.360016743113078,6.364400344490319,6.359893182300718,6.341828625048789
0.534822938,0.204032463,,9.005536127821845,9.008493685498875,9.0069539609496,8.994881725823152
0.832062569,0.291211369,,13.321259935269625,13.315183866962819,13.33092460484104,13.321200214135276
0.745356211,0.268392749,,12.19245513779661,12.192964087841297,12.196354316997393,12.190691512423857
0.343175007,0.144049819,,6.034967300255641,6.03804328726219,6.035921638006561,6.0154787323925625
0.393018744,0.160354713,,6.842653288320001,6.846764039341938,6.8428217773128415,6.825836379850733
0.385883004,0.156363776,,6.644494114344473,6.645951405756175,6.646906191209517,6.626415219408563
0.413859084,0.165691234,,7.106592047358246,7.108896155390038,7.108336756181025,7.090106080759579
0.315784957,0.133275743,,5.500751762459794,5.500515561243867,5.504471680065751,5.478831925403621
0.300349071,0.127034851,,5.191267742520285,5.188909250289206,5.196763712857402,5.167887985976398
0.634514121,0.23645537,,10.611598182887597,10.616340901399525,10.611686214885772,10.606187442868716
0.461729699,0.181943905,,7.911856693584744,7.916051703556479,7.912083567991056,7.8982515573578125
0.358973478,0.14962155,,6.311083578141815,6.315098084314669,6.311269493403863,6.292656152813096
0.293438569,0.125476655,,5.114276365294806,5.112836562102961,5.118977796924565,5.090899075018841
0.43284714,0.172680332,,7.453024003320732,7.456898409316425,7.4534689212179215,7.437968686911958
0.697839584,0.255843612,,11.571651801206768,11.575702727424714,11.572448152086267,11.568930979709432
0.448297686,0.179571955,,7.794923216209498,7.801897028615771,7.792760951990187,7.7816715196701605
0.318278265,0.134994931,,5.58616640459714,5.587348391801745,5.58868469747524,5.564859901884294
0.371499706,0.153083287,,6.482388121404372,6.485701121584384,6.483194464016591,6.464294552711532
0.405213991,0.163873209,,7.01681553681676,7.020467475381204,7.0173973858906455,7.000402355172551
0.368738196,0.153333278,,6.495093732293396,6.500093528034447,6.494460020213935,6.477464428848421
0.330310082,0.139879343,,5.828387452376112,5.831253677034712,5.829495867776079,5.808229436404291
